source,target,weight
Martin County,Escambia County,27.0
Martin County,Hendry County,16.0
Martin County,Hernando County,17.0
Martin County,Indian River County,175.0
Martin County,Leon County,9.0
Martin County,Levy County,17.0
Martin County,Manatee County,9.0
Martin County,Marion County,5.0
Martin County,Martin County,43279.0
Martin County,Miami-Dade County,624.0
Martin County,Okeechobee County,288.0
Martin County,Orange County,545.0
Martin County,Palm Beach County,13696.0
Martin County,Polk County,64.0
Martin County,Seminole County,43.0
Martin County,St. Lucie County,5038.0
Miami-Dade County,Alachua County,103.0
Miami-Dade County,Bay County,77.0
Miami-Dade County,Brevard County,55.0
Miami-Dade County,Broward County,75787.0
Miami-Dade County,Citrus County,15.0
Miami-Dade County,Clay County,42.0
Miami-Dade County,Collier County,116.0
Miami-Dade County,Duval County,14.0
Miami-Dade County,Escambia County,45.0
Miami-Dade County,Hendry County,28.0
Miami-Dade County,Highlands County,12.0
Miami-Dade County,Hillsborough County,484.0
Miami-Dade County,Indian River County,31.0
Miami-Dade County,Lee County,209.0
Miami-Dade County,Leon County,53.0
Miami-Dade County,Manatee County,49.0
Miami-Dade County,Miami-Dade County,1207098.0
Miami-Dade County,Monroe County,5691.0
Miami-Dade County,Okaloosa County,78.0
Miami-Dade County,Okeechobee County,83.0
Miami-Dade County,Orange County,371.0
Miami-Dade County,Palm Beach County,4177.0
Miami-Dade County,Pinellas County,120.0
Miami-Dade County,Polk County,57.0
Miami-Dade County,Sarasota County,121.0
Miami-Dade County,Seminole County,23.0
Miami-Dade County,St. Johns County,43.0
Miami-Dade County,St. Lucie County,133.0
Miami-Dade County,Suwannee County,9.0
Miami-Dade County,Union County,11.0
Monroe County,Bay County,8.0
Monroe County,Broward County,297.0
Monroe County,Collier County,21.0
Monroe County,Duval County,7.0
Monroe County,Lee County,33.0
Monroe County,Martin County,10.0
Monroe County,Miami-Dade County,1083.0
Monroe County,Monroe County,38050.0
Monroe County,Palm Beach County,16.0
Monroe County,Pinellas County,9.0
Monroe County,Polk County,24.0
Nassau County,Baker County,219.0
Nassau County,Bay County,14.0
Nassau County,Bradford County,24.0
Nassau County,Brevard County,39.0
Nassau County,Broward County,16.0
Nassau County,Clay County,78.0
Nassau County,Columbia County,41.0
Nassau County,Duval County,14146.0
Nassau County,Marion County,9.0
Nassau County,Miami-Dade County,108.0
Nassau County,Nassau County,19560.0
Nassau County,Orange County,203.0
Nassau County,Seminole County,13.0
Nassau County,St. Johns County,233.0
Nassau County,Union County,17.0
Nassau County,Volusia County,30.0
Okaloosa County,Alachua County,2.0
Okaloosa County,Bay County,351.0
Okaloosa County,Broward County,22.0
Okaloosa County,Escambia County,1101.0
Okaloosa County,Gulf County,18.0
Okaloosa County,Holmes County,48.0
Okaloosa County,Jackson County,36.0
Okaloosa County,Lee County,17.0
Okaloosa County,Leon County,54.0
Okaloosa County,Miami-Dade County,31.0
Okaloosa County,Okaloosa County,91018.0
Okaloosa County,Palm Beach County,55.0
Okaloosa County,Santa Rosa County,907.0
Okaloosa County,Seminole County,9.0
Okaloosa County,Walton County,5879.0
Okaloosa County,Washington County,30.0
Okeechobee County,Alachua County,9.0
Okeechobee County,Broward County,41.0
Okeechobee County,Charlotte County,21.0
Okeechobee County,Citrus County,42.0
Okeechobee County,DeSoto County,311.0
Okeechobee County,Glades County,289.0
Okeechobee County,Hendry County,2.0
Okeechobee County,Highlands County,18.0
Okeechobee County,Hillsborough County,12.0
Okeechobee County,Indian River County,148.0
Okeechobee County,Manatee County,8.0
Okeechobee County,Marion County,29.0
Okeechobee County,Martin County,570.0
Okeechobee County,Okeechobee County,11891.0
Okeechobee County,Orange County,9.0
Okeechobee County,Osceola County,7.0
Okeechobee County,Palm Beach County,942.0
Okeechobee County,Pinellas County,11.0
Okeechobee County,Polk County,82.0
Okeechobee County,St. Lucie County,884.0
Orange County,Alachua County,65.0
Orange County,Bradford County,42.0
Orange County,Brevard County,4667.0
Orange County,Broward County,376.0
Orange County,Citrus County,26.0
Orange County,Clay County,14.0
Orange County,Collier County,39.0
Orange County,Duval County,429.0
Orange County,Flagler County,42.0
Orange County,Glades County,15.0
Orange County,Hernando County,106.0
Orange County,Highlands County,41.0
Orange County,Hillsborough County,1562.0
Orange County,Indian River County,137.0
Orange County,Lake County,8301.0
Orange County,Lee County,199.0
Orange County,Leon County,44.0
Orange County,Manatee County,51.0
Orange County,Marion County,429.0
Orange County,Martin County,41.0
Orange County,Miami-Dade County,467.0
Orange County,Okaloosa County,20.0
Orange County,Orange County,587221.0
Orange County,Osceola County,22997.0
Orange County,Palm Beach County,263.0
Orange County,Pasco County,12.0
Orange County,Pinellas County,143.0
Orange County,Polk County,3409.0
Orange County,Sarasota County,84.0
Orange County,Seminole County,44151.0
Orange County,St. Johns County,35.0
Orange County,St. Lucie County,80.0
Orange County,Sumter County,791.0
Orange County,Volusia County,2097.0
Orange County,Washington County,3.0
Osceola County,Alachua County,5.0
Osceola County,Bradford County,21.0
Osceola County,Brevard County,643.0
Osceola County,Broward County,149.0
Osceola County,Charlotte County,10.0
Osceola County,Citrus County,91.0
Osceola County,Collier County,37.0
Osceola County,Duval County,50.0
Osceola County,Flagler County,11.0
Osceola County,Highlands County,80.0
Osceola County,Hillsborough County,717.0
Osceola County,Indian River County,64.0
Osceola County,Lake County,708.0
Osceola County,Lee County,27.0
Osceola County,Manatee County,14.0
Osceola County,Miami-Dade County,486.0
Osceola County,Okaloosa County,22.0
Osceola County,Orange County,76073.0
Osceola County,Osceola County,80626.0
Osceola County,Palm Beach County,31.0
Osceola County,Pasco County,85.0
Osceola County,Pinellas County,85.0
Osceola County,Polk County,4930.0
Osceola County,Seminole County,1966.0
Osceola County,St. Johns County,17.0
Osceola County,Volusia County,506.0
Palm Beach County,Alachua County,81.0
Palm Beach County,Bay County,19.0
Palm Beach County,Brevard County,167.0
Palm Beach County,Broward County,48026.0
Palm Beach County,Calhoun County,17.0
Palm Beach County,Charlotte County,20.0
Palm Beach County,Citrus County,13.0
Palm Beach County,Clay County,3.0
Palm Beach County,Collier County,167.0
Palm Beach County,Duval County,203.0
Palm Beach County,Escambia County,104.0
Palm Beach County,Glades County,245.0
Palm Beach County,Hendry County,701.0
Palm Beach County,Hernando County,11.0
Palm Beach County,Highlands County,7.0
Palm Beach County,Hillsborough County,210.0
Palm Beach County,Indian River County,325.0
Palm Beach County,Jackson County,38.0
Palm Beach County,Lake County,88.0
Palm Beach County,Lee County,152.0
Palm Beach County,Leon County,195.0
Palm Beach County,Madison County,11.0
Palm Beach County,Manatee County,47.0
Palm Beach County,Marion County,90.0
Palm Beach County,Martin County,4556.0
Palm Beach County,Miami-Dade County,9067.0
Palm Beach County,Monroe County,206.0
Palm Beach County,Okeechobee County,386.0
Palm Beach County,Orange County,748.0
Palm Beach County,Osceola County,14.0
Palm Beach County,Palm Beach County,593493.0
Palm Beach County,Pasco County,69.0
Palm Beach County,Pinellas County,173.0
Palm Beach County,Polk County,78.0
Palm Beach County,Sarasota County,105.0
Palm Beach County,St. Lucie County,1408.0
Palm Beach County,Volusia County,118.0
Pasco County,Alachua County,52.0
Pasco County,Brevard County,39.0
Pasco County,Broward County,180.0
Pasco County,Citrus County,327.0
Pasco County,Clay County,12.0
Pasco County,Collier County,47.0
Pasco County,DeSoto County,7.0
Pasco County,Duval County,119.0
Pasco County,Hernando County,6104.0
Pasco County,Hillsborough County,58471.0
Pasco County,Indian River County,22.0
Pasco County,Lafayette County,24.0
Pasco County,Lake County,81.0
Pasco County,Lee County,91.0
Pasco County,Leon County,15.0
Pasco County,Levy County,59.0
Pasco County,Manatee County,270.0
Pasco County,Marion County,331.0
Pasco County,Miami-Dade County,76.0
Pasco County,Orange County,585.0
Pasco County,Osceola County,68.0
Pasco County,Palm Beach County,35.0
Pasco County,Pasco County,120931.0
Pasco County,Pinellas County,27607.0
Pasco County,Polk County,2102.0
Pasco County,Santa Rosa County,60.0
Pasco County,Sarasota County,336.0
Pasco County,Seminole County,36.0
Pasco County,St. Johns County,29.0
Pasco County,Sumter County,510.0
Pasco County,Suwannee County,49.0
Pasco County,Volusia County,35.0
Pinellas County,Alachua County,146.0
Pinellas County,Brevard County,30.0
Pinellas County,Broward County,224.0
Pinellas County,Charlotte County,18.0
Pinellas County,Citrus County,131.0
Pinellas County,Clay County,4.0
Pinellas County,Collier County,61.0
Pinellas County,DeSoto County,37.0
Pinellas County,Duval County,223.0
Pinellas County,Hendry County,32.0
Pinellas County,Hernando County,382.0
Pinellas County,Hillsborough County,46702.0
Pinellas County,Indian River County,10.0
Pinellas County,Lake County,43.0
Pinellas County,Lee County,186.0
Pinellas County,Leon County,59.0
Pinellas County,Madison County,14.0
Pinellas County,Manatee County,1793.0
Pinellas County,Marion County,14.0
Pinellas County,Miami-Dade County,278.0
Pinellas County,Monroe County,15.0
Pinellas County,Orange County,581.0
Pinellas County,Osceola County,14.0
Pinellas County,Palm Beach County,114.0
Pinellas County,Pasco County,4815.0
Pinellas County,Pinellas County,390172.0
Pinellas County,Polk County,891.0
Pinellas County,Sarasota County,1004.0
Pinellas County,Seminole County,58.0
Pinellas County,St. Johns County,62.0
Pinellas County,St. Lucie County,26.0
Pinellas County,Sumter County,8.0
Pinellas County,Volusia County,52.0
Pinellas County,Wakulla County,25.0
Polk County,Alachua County,92.0
Polk County,Brevard County,147.0
Polk County,Broward County,130.0
Polk County,Charlotte County,21.0
Polk County,Citrus County,65.0
Polk County,Collier County,29.0
Polk County,Columbia County,15.0
Polk County,DeSoto County,195.0
Polk County,Duval County,435.0
Polk County,Escambia County,6.0
Polk County,Hamilton County,10.0
Polk County,Hardee County,538.0
Polk County,Hendry County,38.0
Polk County,Hernando County,39.0
Polk County,Highlands County,1248.0
Polk County,Hillsborough County,15381.0
Polk County,Indian River County,71.0
Polk County,Lake County,1522.0
Polk County,Lee County,164.0
Polk County,Leon County,19.0
Polk County,Manatee County,206.0
Polk County,Marion County,146.0
Polk County,Martin County,17.0
Polk County,Miami-Dade County,381.0
Polk County,Monroe County,7.0
Polk County,Okeechobee County,27.0
Polk County,Orange County,29096.0
Polk County,Osceola County,10830.0
Polk County,Palm Beach County,159.0
Polk County,Pasco County,708.0
Polk County,Pinellas County,772.0
Polk County,Polk County,225910.0
Polk County,Sarasota County,128.0
Polk County,Seminole County,521.0
Polk County,Sumter County,101.0
Polk County,Suwannee County,5.0
Polk County,Taylor County,17.0
Polk County,Volusia County,119.0
Putnam County,Alachua County,2231.0
Putnam County,Bradford County,160.0
Putnam County,Broward County,39.0
Putnam County,Clay County,957.0
Putnam County,Columbia County,39.0
Putnam County,Dixie County,15.0
Putnam County,Duval County,1249.0
Putnam County,Flagler County,848.0
Putnam County,Hillsborough County,12.0
Putnam County,Lake County,124.0
Putnam County,Manatee County,113.0
Putnam County,Marion County,472.0
Putnam County,Miami-Dade County,5.0
Putnam County,Nassau County,33.0
Putnam County,Orange County,227.0
Putnam County,Pinellas County,6.0
Putnam County,Putnam County,15907.0
Putnam County,Seminole County,58.0
Putnam County,St. Johns County,2582.0
Putnam County,Taylor County,28.0
Putnam County,Union County,28.0
Putnam County,Volusia County,747.0
Santa Rosa County,Alachua County,37.0
Santa Rosa County,Bay County,193.0
Santa Rosa County,Brevard County,12.0
Santa Rosa County,Broward County,49.0
Santa Rosa County,Calhoun County,17.0
Santa Rosa County,Escambia County,25789.0
Santa Rosa County,Hernando County,12.0
Santa Rosa County,Jackson County,43.0
Santa Rosa County,Leon County,38.0
Santa Rosa County,Miami-Dade County,49.0
Santa Rosa County,Okaloosa County,11434.0
Santa Rosa County,Orange County,24.0
Santa Rosa County,Palm Beach County,11.0
Santa Rosa County,Santa Rosa County,36440.0
Santa Rosa County,Sarasota County,61.0
Santa Rosa County,St. Johns County,75.0
Santa Rosa County,Walton County,157.0
Santa Rosa County,Washington County,14.0
Sarasota County,Brevard County,18.0
Sarasota County,Broward County,138.0
Sarasota County,Charlotte County,6344.0
Sarasota County,Citrus County,8.0
Sarasota County,Collier County,159.0
Sarasota County,DeSoto County,230.0
Sarasota County,Duval County,89.0
Sarasota County,Hernando County,9.0
Sarasota County,Highlands County,163.0
Sarasota County,Hillsborough County,1350.0
Sarasota County,Lee County,1377.0
Sarasota County,Manatee County,10981.0
Sarasota County,Marion County,26.0
Sarasota County,Miami-Dade County,134.0
Sarasota County,Orange County,208.0
Sarasota County,Palm Beach County,86.0
Sarasota County,Pasco County,44.0
Sarasota County,Pinellas County,522.0
Sarasota County,Polk County,16.0
Sarasota County,Sarasota County,146699.0
Sarasota County,Seminole County,106.0
Sarasota County,St. Johns County,8.0
Sarasota County,St. Lucie County,7.0
Sarasota County,Washington County,5.0
Seminole County,Alachua County,76.0
Seminole County,Brevard County,1352.0
Seminole County,Broward County,289.0
Seminole County,Citrus County,19.0
Seminole County,Duval County,377.0
Seminole County,Flagler County,88.0
Seminole County,Hernando County,10.0
Seminole County,Hillsborough County,420.0
Seminole County,Indian River County,20.0
Seminole County,Lake County,1398.0
Seminole County,Lee County,95.0
Seminole County,Leon County,88.0
Seminole County,Manatee County,41.0
Seminole County,Marion County,72.0
Seminole County,Miami-Dade County,426.0
Seminole County,Orange County,90243.0
Seminole County,Osceola County,1288.0
Seminole County,Palm Beach County,264.0
Seminole County,Pasco County,20.0
Seminole County,Pinellas County,99.0
Seminole County,Polk County,333.0
Seminole County,Putnam County,23.0
Seminole County,Santa Rosa County,1.0
Seminole County,Sarasota County,50.0
Seminole County,Seminole County,132358.0
Seminole County,St. Johns County,176.0
Seminole County,St. Lucie County,305.0
Seminole County,Sumter County,106.0
Seminole County,Union County,10.0
Seminole County,Volusia County,4634.0
St. Johns County,Alachua County,323.0
St. Johns County,Baker County,38.0
St. Johns County,Bradford County,234.0
St. Johns County,Brevard County,34.0
St. Johns County,Broward County,10.0
St. Johns County,Clay County,1400.0
St. Johns County,Collier County,119.0
St. Johns County,Columbia County,14.0
St. Johns County,Duval County,38145.0
St. Johns County,Escambia County,78.0
St. Johns County,Flagler County,527.0
St. Johns County,Hardee County,23.0
St. Johns County,Hillsborough County,50.0
St. Johns County,Lee County,33.0
St. Johns County,Leon County,33.0
St. Johns County,Marion County,40.0
St. Johns County,Martin County,23.0
St. Johns County,Miami-Dade County,118.0
St. Johns County,Monroe County,16.0
St. Johns County,Nassau County,85.0
St. Johns County,Okaloosa County,10.0
St. Johns County,Orange County,472.0
St. Johns County,Osceola County,12.0
St. Johns County,Palm Beach County,27.0
St. Johns County,Pinellas County,5.0
St. Johns County,Polk County,420.0
St. Johns County,Putnam County,887.0
St. Johns County,Seminole County,153.0
St. Johns County,St. Johns County,69855.0
St. Johns County,St. Lucie County,21.0
St. Johns County,Sumter County,6.0
St. Johns County,Taylor County,11.0
St. Johns County,Volusia County,256.0
St. Lucie County,Alachua County,8.0
St. Lucie County,Bay County,8.0
St. Lucie County,Brevard County,773.0
St. Lucie County,Broward County,1449.0
St. Lucie County,Citrus County,24.0
St. Lucie County,Collier County,40.0
St. Lucie County,Duval County,67.0
St. Lucie County,Hendry County,34.0
St. Lucie County,Hillsborough County,30.0
St. Lucie County,Indian River County,6796.0
St. Lucie County,Lake County,27.0
St. Lucie County,Lee County,31.0
St. Lucie County,Marion County,23.0
St. Lucie County,Martin County,22528.0
St. Lucie County,Miami-Dade County,743.0
St. Lucie County,Okeechobee County,645.0
St. Lucie County,Orange County,464.0
St. Lucie County,Osceola County,3.0
St. Lucie County,Palm Beach County,14155.0
St. Lucie County,Pasco County,137.0
St. Lucie County,Pinellas County,40.0
St. Lucie County,Polk County,64.0
St. Lucie County,St. Lucie County,86205.0
St. Lucie County,Volusia County,58.0
Sumter County,Alachua County,258.0
Sumter County,Bradford County,9.0
Sumter County,Brevard County,27.0
Sumter County,Broward County,65.0
Sumter County,Citrus County,197.0
Sumter County,Clay County,35.0
Sumter County,Duval County,125.0
Sumter County,Hernando County,395.0
Sumter County,Hillsborough County,288.0
Sumter County,Indian River County,8.0
Sumter County,Lake County,4684.0
Sumter County,Marion County,1268.0
Sumter County,Monroe County,2.0
Sumter County,Orange County,634.0
Sumter County,Osceola County,15.0
Sumter County,Palm Beach County,8.0
Sumter County,Pasco County,430.0
Sumter County,Pinellas County,136.0
Sumter County,Polk County,96.0
Sumter County,Sarasota County,74.0
Sumter County,Seminole County,31.0
Sumter County,Sumter County,15892.0
Sumter County,Volusia County,86.0
Suwannee County,Alachua County,667.0
Suwannee County,Baker County,16.0
Suwannee County,Bradford County,111.0
Suwannee County,Broward County,15.0
Suwannee County,Citrus County,14.0
Suwannee County,Columbia County,2985.0
Suwannee County,Duval County,136.0
Suwannee County,Gilchrist County,122.0
Suwannee County,Hamilton County,401.0
Suwannee County,Hillsborough County,4.0
Suwannee County,Jefferson County,15.0
Suwannee County,Lafayette County,303.0
Suwannee County,Lee County,29.0
Suwannee County,Madison County,274.0
Suwannee County,Suwannee County,11268.0
Suwannee County,Taylor County,114.0
Suwannee County,Union County,199.0
Taylor County,Alachua County,45.0
Taylor County,Dixie County,40.0
Taylor County,Duval County,50.0
Taylor County,Escambia County,10.0
Taylor County,Franklin County,42.0
Taylor County,Gadsden County,35.0
Taylor County,Hillsborough County,10.0
Taylor County,Jefferson County,40.0
Taylor County,Lafayette County,18.0
Taylor County,Leon County,525.0
Taylor County,Madison County,42.0
Taylor County,Suwannee County,67.0
Taylor County,Taylor County,5047.0
Union County,Alachua County,892.0
Union County,Baker County,143.0
Union County,Bradford County,230.0
Union County,Clay County,5.0
Union County,Columbia County,419.0
Union County,Duval County,130.0
Union County,Hillsborough County,20.0
Union County,Levy County,90.0
Union County,Marion County,18.0
Union County,Putnam County,5.0
Union County,Suwannee County,25.0
Union County,Union County,1887.0
Volusia County,Alachua County,32.0
Volusia County,Bradford County,6.0
Volusia County,Brevard County,1358.0
Volusia County,Broward County,101.0
Volusia County,Citrus County,9.0
Volusia County,Clay County,13.0
Volusia County,Duval County,326.0
Volusia County,Flagler County,2236.0
Volusia County,Gadsden County,7.0
Volusia County,Hernando County,44.0
Volusia County,Hillsborough County,211.0
Volusia County,Indian River County,13.0
Volusia County,Lake County,1189.0
Volusia County,Lee County,31.0
Volusia County,Leon County,136.0
Volusia County,Manatee County,20.0
Volusia County,Marion County,143.0
Volusia County,Miami-Dade County,151.0
Volusia County,Nassau County,36.0
Volusia County,Orange County,15178.0
Volusia County,Osceola County,117.0
Volusia County,Palm Beach County,51.0
Volusia County,Pinellas County,165.0
Volusia County,Polk County,68.0
Volusia County,Putnam County,262.0
Volusia County,Sarasota County,16.0
Volusia County,Seminole County,23250.0
Volusia County,St. Johns County,403.0
Volusia County,St. Lucie County,33.0
Volusia County,Sumter County,239.0
Volusia County,Suwannee County,26.0
Volusia County,Volusia County,182309.0
Wakulla County,Franklin County,93.0
Wakulla County,Gadsden County,295.0
Wakulla County,Leon County,7608.0
Wakulla County,Liberty County,129.0
Wakulla County,Marion County,24.0
Wakulla County,Polk County,9.0
Wakulla County,Seminole County,10.0
Wakulla County,Taylor County,84.0
Wakulla County,Wakulla County,6006.0
Wakulla County,Walton County,27.0
Walton County,Bay County,947.0
Walton County,Calhoun County,11.0
Walton County,Duval County,58.0
Walton County,Escambia County,227.0
Walton County,Hillsborough County,60.0
Walton County,Holmes County,183.0
Walton County,Indian River County,26.0
Walton County,Jackson County,45.0
Walton County,Leon County,28.0
Walton County,Okaloosa County,5138.0
Walton County,Orange County,19.0
Walton County,St. Lucie County,57.0
Walton County,Volusia County,16.0
Walton County,Walton County,23153.0
Walton County,Washington County,47.0
Washington County,Bay County,2538.0
Washington County,Escambia County,28.0
Washington County,Franklin County,33.0
Washington County,Gadsden County,2.0
Washington County,Gulf County,26.0
Washington County,Holmes County,515.0
Washington County,Jackson County,694.0
Washington County,Leon County,65.0
Washington County,Liberty County,16.0
Washington County,Okaloosa County,91.0
Washington County,Okeechobee County,9.0
Washington County,Orange County,11.0
Washington County,St. Lucie County,32.0
Washington County,Walton County,305.0
Washington County,Washington County,4160.0
